grouped_job_id,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,any_single_class_inner_training_fold,grouped_fold_adequacy_flag,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction
47,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,AJUBA,TCGA_MC3_Bailey2018,431,28,403,25,5,5,24,185,246,4,19,1,23,11,235,0,FALSE,5,5,18,162,3,15,0,18,7,153,3,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
48,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CASP8,TCGA_MC3_Bailey2018,431,47,384,25,5,5,43,177,254,4,19,4,39,25,229,0,FALSE,5,5,12,153,3,14,0,11,13,136,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
49,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HLA-B,TCGA_MC3_Bailey2018,431,20,411,25,5,5,42,173,258,4,19,3,39,13,245,0,FALSE,5,5,14,162,3,15,0,14,8,154,3,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
50,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HRAS,TCGA_MC3_Bailey2018,431,27,404,25,5,5,53,144,287,4,19,2,51,19,268,0,FALSE,5,5,7,178,3,14,0,7,9,166,3,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
51,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HUWE1,TCGA_MC3_Bailey2018,431,40,391,25,5,5,39,203,228,5,20,3,35,24,204,0,FALSE,5,5,20,144,3,15,1,19,13,129,0,FALSE,FALSE,sparse grouped folds,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
52,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,KEAP1,TCGA_MC3_Bailey2018,431,20,411,25,5,5,48,160,271,4,19,1,47,9,255,0,FALSE,5,5,9,170,3,14,0,9,4,165,3,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
53,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,KMT2D,TCGA_MC3_Bailey2018,431,66,365,25,5,5,40,189,242,5,20,5,35,32,210,0,FALSE,5,5,8,142,3,15,2,5,19,123,0,FALSE,FALSE,sparse grouped folds,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
54,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,NSD1,TCGA_MC3_Bailey2018,431,51,380,25,5,5,30,169,262,4,19,1,29,27,235,0,FALSE,5,5,22,172,3,14,0,20,18,153,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
55,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,TGFBR2,TCGA_MC3_Bailey2018,431,21,410,25,5,5,33,168,263,5,20,1,31,9,254,0,FALSE,5,5,20,165,4,16,0,18,4,158,4,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
56,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,TP53,TCGA_MC3_Bailey2018,431,320,111,25,5,5,59,152,279,4,19,35,14,203,76,0,FALSE,5,5,16,153,3,14,9,5,98,41,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
57,binary,driver_mutation,Bailey_tissue_specific_driver,KICH,TP53,TCGA_MC3_Bailey2018,65,21,44,4,5,4,9,24,41,1,3,0,8,13,28,1,TRUE,3,3,9,23,1,2,0,8,6,17,3,TRUE,FALSE,sparse grouped folds,fewer_than_five_outer_folds;outer_test_n_below_10;single_class_outer_test_fold;outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
58,binary,driver_mutation,Bailey_tissue_specific_driver,KIRC,BAP1,TCGA_MC3_Bailey2018,351,35,316,17,5,5,18,124,227,2,13,1,17,25,202,0,FALSE,5,5,3,115,2,9,0,3,16,99,3,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
59,binary,driver_mutation,Bailey_tissue_specific_driver,KIRC,PBRM1,TCGA_MC3_Bailey2018,351,142,209,17,5,5,17,118,233,2,13,6,11,86,134,0,FALSE,5,5,8,151,2,10,1,7,52,96,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
60,binary,driver_mutation,Bailey_tissue_specific_driver,KIRC,SETD2,TCGA_MC3_Bailey2018,351,47,304,17,5,5,23,114,237,3,13,2,21,28,202,0,FALSE,5,5,3,139,2,9,0,3,17,116,2,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
61,binary,driver_mutation,Bailey_tissue_specific_driver,KIRC,VHL,TCGA_MC3_Bailey2018,351,160,191,17,5,5,43,121,230,2,13,15,28,103,127,0,FALSE,5,5,5,122,2,10,2,3,51,71,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
62,binary,driver_mutation,Bailey_tissue_specific_driver,LGG,ATRX,TCGA_MC3_Bailey2018,485,181,304,25,5,5,38,184,301,4,19,9,29,109,192,0,FALSE,5,5,12,175,3,15,3,9,60,115,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
63,binary,driver_mutation,Bailey_tissue_specific_driver,LGG,CIC,TCGA_MC3_Bailey2018,485,105,380,25,5,5,26,137,348,4,19,6,20,72,267,0,FALSE,5,5,20,215,3,15,4,13,47,163,0,FALSE,FALSE,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
64,binary,driver_mutation,Bailey_tissue_specific_driver,LGG,EGFR,TCGA_MC3_Bailey2018,485,34,451,25,5,5,45,179,306,4,19,3,42,22,283,0,FALSE,5,5,6,147,3,14,0,6,9,138,3,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
65,binary,driver_mutation,Bailey_tissue_specific_driver,LGG,FUBP1,TCGA_MC3_Bailey2018,485,44,441,25,5,5,31,204,281,4,19,4,27,27,254,0,FALSE,5,5,17,172,3,14,1,16,14,156,0,FALSE,FALSE,sparse grouped folds,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
66,binary,driver_mutation,Bailey_tissue_specific_driver,LGG,IDH1,TCGA_MC3_Bailey2018,485,375,110,25,5,5,28,180,305,5,20,25,3,241,64,0,FALSE,5,5,4,178,3,15,4,0,146,32,1,TRUE,FALSE,sparse grouped folds,single_class_inner_validation_fold,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
67,binary,driver_mutation,Bailey_tissue_specific_driver,LGG,IDH2,TCGA_MC3_Bailey2018,485,20,465,25,5,5,50,183,302,4,19,1,49,11,291,0,FALSE,5,5,8,194,3,15,0,8,6,188,2,TRUE,FALSE,sparse grouped folds,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
