outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,supported_by_n,primary_consensus_class,grouped_evaluable_representations,primary_crossings_evaluable,primary_crossings_retained,grouped_crossings_n,complete_primary_retention,any_primary_retention,median_grouped_minus_matched_effect,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_job_id,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,grouped_fold_adequacy_flag,any_single_class_inner_training_fold,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction,deprecated_r1_r4_uses_flagged_grouped_result
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,BRAF,TCGA_MC3_Bailey2018,382,44,338,3,all three,3,3,2,2,FALSE,TRUE,-0.0985072619688004,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,37,24,5,5,45,152,230,4,18,5,35,32,192,0,FALSE,5,5,4,126,3,13,1,3,17,106,0,FALSE,sparse grouped folds,FALSE,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,CTNNB1,TCGA_MC3_Bailey2018,382,21,361,2,exactly two,3,2,1,1,FALSE,TRUE,-0.197071626434507,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,38,24,5,5,39,149,233,4,18,2,37,15,218,0,FALSE,5,5,5,134,3,13,0,5,9,124,1,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,FBXW7,TCGA_MC3_Bailey2018,382,43,339,2,exactly two,3,2,0,0,FALSE,FALSE,-0.114632640461,FALSE,no retention,R4: limited or cohort-structure-sensitive internal evidence,39,24,5,5,31,202,180,4,19,4,27,30,150,0,FALSE,5,5,7,120,3,15,0,5,17,103,1,TRUE,sparse grouped folds,FALSE,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,KRAS,TCGA_MC3_Bailey2018,382,126,256,3,all three,3,3,1,1,FALSE,TRUE,-0.33069816468254,TRUE,partial retention,R3: mature with partial or single-representation retention,40,24,5,5,19,183,199,4,19,10,9,89,110,0,FALSE,5,5,3,112,3,14,1,2,47,65,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,PIK3CA,TCGA_MC3_Bailey2018,382,83,299,2,exactly two,3,2,0,0,FALSE,FALSE,-0.264778176250151,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,41,24,5,5,31,155,227,4,18,7,22,48,161,0,FALSE,5,5,6,121,3,13,3,3,32,89,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SMAD4,TCGA_MC3_Bailey2018,382,36,346,3,all three,3,3,0,0,FALSE,FALSE,-0.0769910083493898,FALSE,no retention,R4: limited or cohort-structure-sensitive internal evidence,42,24,5,5,33,148,234,4,19,4,29,24,203,0,FALSE,5,5,14,126,3,15,1,11,14,112,0,FALSE,sparse grouped folds,FALSE,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SOX9,TCGA_MC3_Bailey2018,382,42,340,3,all three,3,3,1,1,FALSE,TRUE,-0.104131652661065,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,43,24,5,5,37,131,251,4,19,2,31,27,211,0,FALSE,5,5,5,137,3,14,1,4,17,117,0,FALSE,sparse grouped folds,FALSE,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,COAD,TP53,TCGA_MC3_Bailey2018,382,161,221,3,all three,3,3,1,1,FALSE,TRUE,-0.142857142857143,TRUE,partial retention,R3: mature with partial or single-representation retention,44,24,5,5,21,173,209,4,18,13,8,106,81,0,FALSE,5,5,11,141,3,14,2,3,70,55,0,FALSE,no audit trigger,FALSE,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,GBM,PTEN,TCGA_MC3_Bailey2018,240,53,187,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0241146201190596,TRUE,complete retention,R3: mature with partial or single-representation retention,45,16,5,5,24,86,154,2,12,3,17,27,127,0,FALSE,5,5,3,80,1,9,0,3,15,62,3,TRUE,sparse grouped folds,FALSE,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,GBM,TP53,TCGA_MC3_Bailey2018,240,52,188,3,all three,3,3,2,2,FALSE,TRUE,-0.02199263502455,TRUE,partial retention,R3: mature with partial or single-representation retention,46,16,5,5,5,126,114,2,12,0,5,25,89,2,TRUE,5,5,2,34,2,9,0,2,5,29,5,TRUE,sparse grouped folds,FALSE,outer_test_n_below_10;single_class_outer_test_fold;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,AJUBA,TCGA_MC3_Bailey2018,431,28,403,2,exactly two,3,2,0,0,FALSE,FALSE,0.156770648706133,FALSE,no retention,R4: limited or cohort-structure-sensitive internal evidence,47,25,5,5,24,185,246,4,19,1,23,11,235,0,FALSE,5,5,18,162,3,15,0,18,7,153,3,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CASP8,TCGA_MC3_Bailey2018,431,47,384,3,all three,3,3,2,2,FALSE,TRUE,-0.00792331560283688,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,48,25,5,5,43,177,254,4,19,4,39,25,229,0,FALSE,5,5,12,153,3,14,0,11,13,136,1,TRUE,sparse grouped folds,FALSE,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HLA-B,TCGA_MC3_Bailey2018,431,20,411,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0368613138686131,FALSE,no retention,R4: limited or cohort-structure-sensitive internal evidence,49,25,5,5,42,173,258,4,19,3,39,13,245,0,FALSE,5,5,14,162,3,15,0,14,8,154,3,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HRAS,TCGA_MC3_Bailey2018,431,27,404,3,all three,3,3,2,2,FALSE,TRUE,-0.0836083608360836,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,50,25,5,5,53,144,287,4,19,2,51,19,268,0,FALSE,5,5,7,178,3,14,0,7,9,166,3,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HUWE1,TCGA_MC3_Bailey2018,431,40,391,3,all three,3,3,0,0,FALSE,FALSE,0.0210997442455242,FALSE,no retention,R4: limited or cohort-structure-sensitive internal evidence,51,25,5,5,39,203,228,5,20,3,35,24,204,0,FALSE,5,5,20,144,3,15,1,19,13,129,0,FALSE,sparse grouped folds,FALSE,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,KEAP1,TCGA_MC3_Bailey2018,431,20,411,2,exactly two,3,2,2,2,TRUE,TRUE,0.14330900243309,FALSE,complete retention,R4: limited or cohort-structure-sensitive internal evidence,52,25,5,5,48,160,271,4,19,1,47,9,255,0,FALSE,5,5,9,170,3,14,0,9,4,165,3,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,KMT2D,TCGA_MC3_Bailey2018,431,66,365,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0903694479036945,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,53,25,5,5,40,189,242,5,20,5,35,32,210,0,FALSE,5,5,8,142,3,15,2,5,19,123,0,FALSE,sparse grouped folds,FALSE,inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,NSD1,TCGA_MC3_Bailey2018,431,51,380,3,all three,3,3,3,3,TRUE,TRUE,-0.0114035087719298,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",54,25,5,5,30,169,262,4,19,1,29,27,235,0,FALSE,5,5,22,172,3,14,0,20,18,153,1,TRUE,sparse grouped folds,FALSE,single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,TGFBR2,TCGA_MC3_Bailey2018,431,21,410,2,exactly two,3,2,0,0,FALSE,FALSE,-0.110801393728223,FALSE,no retention,R4: limited or cohort-structure-sensitive internal evidence,55,25,5,5,33,168,263,5,20,1,31,9,254,0,FALSE,5,5,20,165,4,16,0,18,4,158,4,TRUE,sparse grouped folds,FALSE,outer_training_minority_below_20;single_class_inner_validation_fold;inner_training_minority_below_20,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
